,Unnamed: 0,Age,Job,Credit amount,Duration,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_gambling,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Sex_male,Housing_own,Housing_rent,Savings_moderate,Savings_quite rich,Savings_rich,Risk_bad,Check_moderate,Check_quite rich,Check_rich,Age_cat_Young,Age_cat_Adult,Age_cat_Senior
455,455,64,2,8.661466680572662,29,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
456,456,65,2,8.717518372649767,30,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1
457,457,66,2,8.770594329891145,31,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
458,458,67,2,8.820994645747902,32,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
459,459,68,1,8.868976189274543,33,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
460,460,48,1,8.914760527397261,34,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
461,461,51,2,8.958540111412168,35,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0
462,462,54,1,9.000483164987708,36,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
463,463,57,0,9.040737587590003,37,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
464,464,60,2,9.079434102128383,38,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
465,465,63,2,9.116688815894728,39,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
466,466,66,1,9.152605321324945,40,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
467,467,69,1,9.187276432377631,41,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
468,468,72,2,9.22078562983772,42,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
469,469,75,1,9.25320827220336,43,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
470,470,78,1,9.28461261635077,44,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
471,471,78,2,9.315060682746585,45,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
472,472,65,2,8.176110342237342,46,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1
473,473,66,2,8.20685642839965,44,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
474,474,67,1,8.236685322712457,44,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
475,475,68,1,8.265650165580329,44,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
476,476,48,2,8.293799608846818,44,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
477,477,51,1,8.32117830749028,44,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
478,478,54,2,8.347827345782498,9,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
479,479,57,2,8.37378460812088,10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
480,480,60,2,8.399085102935908,11,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
481,481,54,1,8.423761246623686,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
482,482,57,1,8.447843113281444,13,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0
483,483,60,2,8.471358655072438,14,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
484,484,63,1,8.494333897270154,15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
485,485,66,1,8.516793111394898,16,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
486,486,69,2,8.538758969330798,17,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
487,487,72,2,8.560252680876685,18,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
488,488,75,2,8.581294116822761,19,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
489,489,78,1,8.601901919343192,20,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
490,490,78,1,8.622093601241607,21,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
491,491,65,2,8.641885635373555,22,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
492,492,66,1,8.661293535389994,23,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
493,493,67,2,8.680331928793418,24,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
494,494,68,2,8.69901462316851,25,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
495,495,48,2,8.717354666338522,26,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
496,496,51,1,8.735364401103888,27,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
497,497,54,1,8.753055515138222,28,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
498,498,57,2,8.77043908654689,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
499,499,60,1,8.787525625532906,30,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
500,500,54,1,8.804325112562537,31,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
501,501,57,2,8.820847033377717,32,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
502,502,60,1,8.837100411162755,33,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
503,503,63,1,8.853093836138493,34,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
504,504,66,2,8.868835492826895,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
505,505,69,1,8.884333185202735,36,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
506,506,72,0,8.89959435992585,37,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
507,507,75,2,8.914626127827137,38,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
508,508,78,2,8.929435283803425,39,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
509,509,78,1,8.944028325260595,40,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
510,510,65,1,8.958411469230219,41,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
511,511,66,2,8.97259066827261,13,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
512,512,67,1,8.986571625268054,14,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1
513,513,68,1,9.000359807188254,15,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
514,514,48,2,9.013960457931187,16,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
515,515,51,2,9.027378610294805,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
516,516,54,3,9.040619097157967,18,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
517,517,57,3,9.053686561930807,19,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
518,518,60,2,9.066585468331045,20,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
519,519,60,2,9.079320109537779,21,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
520,520,36,2,9.0918946167697,22,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
521,521,33,2,9.104312967330653,23,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
522,522,23,2,9.116578992161708,24,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
523,523,63,2,9.128696382935672,25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
524,524,60,2,9.140668698726863,26,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
525,525,37,1,8.884887201837403,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
526,526,34,1,8.885855993000296,28,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
527,527,36,2,8.886823846515187,29,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
528,528,57,1,8.887790764195326,30,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
529,529,52,0,8.88875674784872,32,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
530,530,54,2,8.889721799278137,34,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
531,531,57,2,8.890685920281129,36,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
532,532,60,1,8.891649112650057,38,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
533,533,63,1,8.892611378172106,40,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
534,534,66,2,8.893572718629306,42,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
535,535,69,1,8.894533135798554,44,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
536,536,72,1,8.895492631451633,46,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
537,537,75,2,8.896451207355227,48,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
538,538,78,2,8.89740886527095,50,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
539,539,78,2,8.898365606955357,52,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
540,540,65,1,8.899321434159964,30,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
541,541,66,1,8.900276348631271,24,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
542,542,67,2,8.901230352110781,24,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
543,543,68,1,8.902183446335016,18,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
544,544,48,2,8.903135633035538,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
545,545,51,2,8.904086913938967,8,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0
546,546,54,2,8.905037290767,12,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
547,547,57,1,8.90598676523643,24,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
548,548,60,1,8.906935339059165,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
549,549,63,2,8.907883013942248,6,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
550,550,60,1,8.908829791587868,24,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
551,551,37,1,8.909775673693389,18,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
552,552,34,2,8.910720661951359,60,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
553,553,36,2,8.911664758049536,48,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
554,554,57,2,8.9126079636709,24,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
555,555,52,1,8.913550280493675,24,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
556,556,39,1,8.914491710191342,24,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
557,557,43,2,8.915432254432663,18,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
558,558,44,1,8.916371914881694,18,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
559,559,47,2,8.917310693197807,8,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
560,560,34,2,8.918248591035702,12,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
561,561,25,2,8.91918561004543,24,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
562,562,41,1,8.920121751872404,36,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
563,563,45,1,8.921057018157429,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0
564,564,46,2,8.921991410536698,24,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
565,565,20,1,8.922924930641832,18,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
566,566,55,2,8.923857580099885,60,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
567,567,74,2,8.924789360533357,48,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
568,568,29,1,8.925720273560222,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
569,569,36,1,8.92665032079394,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
570,570,33,2,8.92757950384347,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
571,571,47,1,8.928507824313293,18,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
572,572,49,1,8.929435283803425,60,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
573,573,51,2,8.930361883909434,48,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
574,574,53,2,8.931287626222456,24,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0
575,575,27,1,8.200562797008564,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
576,576,28,3,8.354438940114811,30,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
577,577,32,2,7.569411792450712,24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
578,578,34,3,7.975908360165538,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
579,579,28,2,7.88570539124302,18,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
580,580,36,2,6.93537044601511,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
581,581,39,1,8.130942302231878,8,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
582,582,49,2,8.665785595466064,12,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
583,583,34,2,7.329749689041512,24,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
584,584,31,2,8.405814603432848,36,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
585,585,28,2,6.97354301952014,6,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
586,586,75,3,8.797095076549056,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
587,587,30,2,7.530479995245536,18,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
588,588,24,3,8.910315776326016,60,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
589,589,24,1,9.357897936333798,48,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
590,590,23,2,8.32117830749028,24,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
591,591,44,3,8.126813720726114,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
592,592,23,1,7.650168700845001,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
593,593,24,2,7.150701457592526,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
594,594,28,2,8.335431477880796,24,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
595,595,31,1,7.327123292259293,10,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
596,596,24,2,8.655737000864297,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
597,597,26,1,8.188411308079031,21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
598,598,25,2,8.074960359115858,18,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
599,599,33,3,8.398184404834035,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
600,600,37,1,8.28121766128665,10,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
601,601,43,1,7.285506548522785,15,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
602,602,23,2,6.782192056006791,13,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
603,603,23,0,8.231642179973411,24,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
604,604,34,1,7.463363045520021,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
605,605,32,2,7.035268599281097,9,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
606,606,23,2,7.119635638017636,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
607,607,29,2,6.8658910748834385,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
608,608,38,3,8.079927770758275,18,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
609,609,28,2,8.73214326770192,12,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
610,610,46,2,6.588926477533519,10,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
611,611,23,1,7.1276936993473985,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
612,612,49,2,7.754052639035757,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
613,613,26,3,8.40357646462927,36,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
614,614,28,2,6.654152520183219,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
615,615,23,2,7.785720896534624,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
616,616,61,2,7.122059881629142,18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
617,617,37,3,8.131236549696116,12,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
618,618,36,2,7.717351272185329,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
619,619,21,2,7.476472381163905,6,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
620,620,25,0,7.813187267521416,18,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
621,621,36,2,7.340835554123275,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
622,622,27,2,8.25582842728183,18,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
623,623,22,2,8.202482446576537,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
624,624,42,2,8.144969417087875,36,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
625,625,40,2,8.006700845440367,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
626,626,36,2,8.0323601479245,36,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
627,627,33,2,8.711113884053544,18,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
628,628,23,2,7.671360923190644,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
629,629,63,3,9.529230371552156,60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
630,630,60,3,9.601165503344832,60,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
631,631,37,2,8.947025655972697,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
632,632,34,2,7.749322464660356,18,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
633,633,36,2,6.740519359606223,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
634,634,57,3,9.56927276595613,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
635,635,52,1,5.8916442118257715,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
636,636,39,2,7.701652362642226,20,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
637,637,38,3,9.470856776355195,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
638,638,25,2,7.1569563646156364,22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
639,639,26,2,7.1929342212158,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
640,640,26,1,8.35983738064003,30,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
641,641,25,2,7.71333788887187,18,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
642,642,21,2,7.026426808699636,18,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
643,643,40,3,8.90571557879409,18,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
644,644,27,2,7.75190533307861,15,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
645,645,27,2,7.278628942320682,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
646,646,30,3,7.506591780070841,18,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
647,647,19,1,6.890609120147166,12,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
648,648,39,3,8.0861025356691,36,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
649,649,31,2,7.579167967396076,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
650,650,31,3,7.785720896534624,9,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
651,651,32,2,9.372459221452617,39,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
652,652,55,3,7.8547691834991324,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
653,653,46,2,7.761319180947987,36,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
654,654,46,2,7.109062135687172,12,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
655,655,43,1,7.323830566202317,24,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
656,656,39,2,7.29505641646263,18,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
657,657,28,2,7.54274354536855,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
658,658,27,2,9.065083359319043,24,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
659,659,27,1,6.687108607866515,14,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
660,660,43,2,7.972121128921655,18,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
661,661,22,2,7.620214770574455,24,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0
662,662,43,2,7.69484807238461,24,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
663,663,27,2,6.959398512133975,15,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
664,664,26,3,8.081784206935001,24,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
665,665,28,2,6.844815479208263,12,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
666,666,20,2,7.584264818389059,24,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
667,667,35,3,8.889170455363413,33,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
668,668,42,3,7.73718007783463,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
669,669,40,1,7.3758821482150125,10,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
670,670,35,2,7.2305631534092925,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
671,671,35,2,8.672828482947686,36,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
672,672,33,1,7.8551570058813445,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
673,673,23,2,9.044403844431551,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
674,674,31,3,7.930925372483388,21,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
675,675,33,2,6.948897222313312,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
676,676,20,2,8.066521490469993,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
677,677,30,2,7.614805364711073,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
678,678,47,1,6.86484777797086,12,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
679,679,34,3,7.372118028337787,21,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
680,680,25,2,7.923710333969238,12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
681,681,21,2,7.929846429742503,18,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
682,682,29,2,7.916807490937603,28,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
683,683,46,2,7.046647277848756,18,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
